GeoArea_FIPS	GeoArea_Name	Economic_Measure_Name	Data_Period_Business_Key	GDP
39049	FranklinCounty	Accommodation and food services	2001	1448773
39049	FranklinCounty	Other services (except government and government enterprises)	2001	1410919
39049	FranklinCounty	Government and government enterprises	2001	6974736
39051	FultonCounty	Agriculture, forestry, fishing and hunting	2001	37005
39051	FultonCounty	Mining, quarrying, and oil and gas extraction	2001	3122
39051	FultonCounty	Utilities	2001	1954
39051	FultonCounty	Construction	2001	80290
39051	FultonCounty	Manufacturing	2001	613992
39051	FultonCounty	Wholesale trade	2001	100056
39051	FultonCounty	Retail trade	2001	78545
39051	FultonCounty	Transportation and warehousing	2001	
39051	FultonCounty	Information	2001	11198
39051	FultonCounty	Finance and insurance	2001	61781
39051	FultonCounty	Real estate and rental and leasing	2001	97823
39051	FultonCounty	Professional and business services	2001	
39051	FultonCounty	Management of companies and enterprises	2001	
39051	FultonCounty	Administrative and support and waste management and remediation services	2001	14230
39051	FultonCounty	Educational services	2001	
39051	FultonCounty	Health care and social assistance	2001	
39051	FultonCounty	Arts, entertainment, and recreation	2001	7095
39051	FultonCounty	Accommodation and food services	2001	18388
39051	FultonCounty	Other services (except government and government enterprises)	2001	35637
39051	FultonCounty	Government and government enterprises	2001	115591
39053	GalliaCounty	Agriculture, forestry, fishing and hunting	2001	6929
39053	GalliaCounty	Mining, quarrying, and oil and gas extraction	2001	2391
39053	GalliaCounty	Utilities	2001	980399
39053	GalliaCounty	Construction	2001	23448
39053	GalliaCounty	Manufacturing	2001	87137
39053	GalliaCounty	Wholesale trade	2001	15550
39053	GalliaCounty	Retail trade	2001	64009
39053	GalliaCounty	Transportation and warehousing	2001	27516
39053	GalliaCounty	Information	2001	11298
39053	GalliaCounty	Finance and insurance	2001	39749
39053	GalliaCounty	Real estate and rental and leasing	2001	64585
39053	GalliaCounty	Professional and business services	2001	28156
39053	GalliaCounty	Management of companies and enterprises	2001	17968
39053	GalliaCounty	Administrative and support and waste management and remediation services	2001	6100
39053	GalliaCounty	Educational services	2001	
39053	GalliaCounty	Health care and social assistance	2001	
39053	GalliaCounty	Arts, entertainment, and recreation	2001	1013
39053	GalliaCounty	Accommodation and food services	2001	19248
39053	GalliaCounty	Other services (except government and government enterprises)	2001	22734
39053	GalliaCounty	Government and government enterprises	2001	102085
39055	GeaugaCounty	Agriculture, forestry, fishing and hunting	2001	
39055	GeaugaCounty	Mining, quarrying, and oil and gas extraction	2001	17923
39055	GeaugaCounty	Utilities	2001	320
39055	GeaugaCounty	Construction	2001	241630
39055	GeaugaCounty	Manufacturing	2001	604984
39055	GeaugaCounty	Wholesale trade	2001	183967
39055	GeaugaCounty	Retail trade	2001	137681
39055	GeaugaCounty	Transportation and warehousing	2001	
39055	GeaugaCounty	Information	2001	25300
39055	GeaugaCounty	Finance and insurance	2001	117450
39055	GeaugaCounty	Real estate and rental and leasing	2001	178304
39055	GeaugaCounty	Professional and business services	2001	200994
39055	GeaugaCounty	Management of companies and enterprises	2001	25514
39055	GeaugaCounty	Administrative and support and waste management and remediation services	2001	71725
39055	GeaugaCounty	Educational services	2001	21262
39055	GeaugaCounty	Health care and social assistance	2001	137885
39055	GeaugaCounty	Arts, entertainment, and recreation	2001	40863
39055	GeaugaCounty	Accommodation and food services	2001	44516
39055	GeaugaCounty	Other services (except government and government enterprises)	2001	74296
39055	GeaugaCounty	Government and government enterprises	2001	200527
39057	GreeneCounty	Agriculture, forestry, fishing and hunting	2001	
39057	GreeneCounty	Mining, quarrying, and oil and gas extraction	2001	3322
39057	GreeneCounty	Utilities	2001	6905
39057	GreeneCounty	Construction	2001	145216
39057	GreeneCounty	Manufacturing	2001	345454
39057	GreeneCounty	Wholesale trade	2001	127055
39057	GreeneCounty	Retail trade	2001	413421
39057	GreeneCounty	Transportation and warehousing	2001	
39057	GreeneCounty	Information	2001	80826
39057	GreeneCounty	Finance and insurance	2001	157337
39057	GreeneCounty	Real estate and rental and leasing	2001	433206
39057	GreeneCounty	Professional and business services	2001	500857
39057	GreeneCounty	Management of companies and enterprises	2001	46835
39057	GreeneCounty	Administrative and support and waste management and remediation services	2001	75104
39057	GreeneCounty	Educational services	2001	72853
39057	GreeneCounty	Health care and social assistance	2001	191205
39057	GreeneCounty	Arts, entertainment, and recreation	2001	19495
39057	GreeneCounty	Accommodation and food services	2001	92746
39057	GreeneCounty	Other services (except government and government enterprises)	2001	92151
39057	GreeneCounty	Government and government enterprises	2001	1861257
39059	GuernseyCounty	Agriculture, forestry, fishing and hunting	2001	10909
39059	GuernseyCounty	Mining, quarrying, and oil and gas extraction	2001	15191
39059	GuernseyCounty	Utilities	2001	4131
39059	GuernseyCounty	Construction	2001	44575
39059	GuernseyCounty	Manufacturing	2001	198399
39059	GuernseyCounty	Wholesale trade	2001	21956
39059	GuernseyCounty	Retail trade	2001	69598
39059	GuernseyCounty	Transportation and warehousing	2001	23742
39059	GuernseyCounty	Information	2001	28230
39059	GuernseyCounty	Finance and insurance	2001	39880
39059	GuernseyCounty	Real estate and rental and leasing	2001	92613
39059	GuernseyCounty	Professional and business services	2001	61752
39059	GuernseyCounty	Management of companies and enterprises	2001	22205
39059	GuernseyCounty	Administrative and support and waste management and remediation services	2001	21964
39059	GuernseyCounty	Educational services	2001	819
39059	GuernseyCounty	Health care and social assistance	2001	78724
39059	GuernseyCounty	Arts, entertainment, and recreation	2001	2163
39059	GuernseyCounty	Accommodation and food services	2001	32029
39059	GuernseyCounty	Other services (except government and government enterprises)	2001	24616
39059	GuernseyCounty	Government and government enterprises	2001	139168
39061	HamiltonCounty	Agriculture, forestry, fishing and hunting	2001	16629
39061	HamiltonCounty	Mining, quarrying, and oil and gas extraction	2001	28992
39061	HamiltonCounty	Utilities	2001	514793
39061	HamiltonCounty	Construction	2001	1702316
39061	HamiltonCounty	Manufacturing	2001	8664832
39061	HamiltonCounty	Wholesale trade	2001	4115969
39061	HamiltonCounty	Retail trade	2001	2610053
39061	HamiltonCounty	Transportation and warehousing	2001	952462
39061	HamiltonCounty	Information	2001	1647874
39061	HamiltonCounty	Finance and insurance	2001	4308315
39061	HamiltonCounty	Real estate and rental and leasing	2001	5341064
39061	HamiltonCounty	Professional and business services	2001	7230124
39061	HamiltonCounty	Management of companies and enterprises	2001	2437001
39061	HamiltonCounty	Administrative and support and waste management and remediation services	2001	1543934
39061	HamiltonCounty	Educational services	2001	302610
39061	HamiltonCounty	Health care and social assistance	2001	3509668
39061	HamiltonCounty	Arts, entertainment, and recreation	2001	486178
39061	HamiltonCounty	Accommodation and food services	2001	986903
39061	HamiltonCounty	Other services (except government and government enterprises)	2001	1005203
39061	HamiltonCounty	Government and government enterprises	2001	3927030
39063	HancockCounty	Agriculture, forestry, fishing and hunting	2001	
39063	HancockCounty	Mining, quarrying, and oil and gas extraction	2001	150124
39063	HancockCounty	Utilities	2001	11287
39063	HancockCounty	Construction	2001	
39063	HancockCounty	Manufacturing	2001	952232
39063	HancockCounty	Wholesale trade	2001	95525
39063	HancockCounty	Retail trade	2001	235031
39063	HancockCounty	Transportation and warehousing	2001	271103
39063	HancockCounty	Information	2001	53126
39063	HancockCounty	Finance and insurance	2001	103667
39063	HancockCounty	Real estate and rental and leasing	2001	241760
39063	HancockCounty	Professional and business services	2001	208245
39063	HancockCounty	Management of companies and enterprises	2001	56789
39063	HancockCounty	Administrative and support and waste management and remediation services	2001	119625
39063	HancockCounty	Educational services	2001	43066
39063	HancockCounty	Health care and social assistance	2001	178036
39063	HancockCounty	Arts, entertainment, and recreation	2001	8894
39063	HancockCounty	Accommodation and food services	2001	59440
39063	HancockCounty	Other services (except government and government enterprises)	2001	66614
39063	HancockCounty	Government and government enterprises	2001	184143
39065	HardinCounty	Agriculture, forestry, fishing and hunting	2001	59116
39065	HardinCounty	Mining, quarrying, and oil and gas extraction	2001	574
39065	HardinCounty	Utilities	2001	4017
39065	HardinCounty	Construction	2001	15464
39065	HardinCounty	Manufacturing	2001	158794
39065	HardinCounty	Wholesale trade	2001	23350
39065	HardinCounty	Retail trade	2001	35228
39065	HardinCounty	Transportation and warehousing	2001	14616
39065	HardinCounty	Information	2001	26265
39065	HardinCounty	Finance and insurance	2001	27455
39065	HardinCounty	Real estate and rental and leasing	2001	66213
39065	HardinCounty	Professional and business services	2001	12184
39065	HardinCounty	Management of companies and enterprises	2001	
39065	HardinCounty	Administrative and support and waste management and remediation services	2001	
39065	HardinCounty	Educational services	2001	
39065	HardinCounty	Health care and social assistance	2001	
39065	HardinCounty	Arts, entertainment, and recreation	2001	1794
39065	HardinCounty	Accommodation and food services	2001	13190
39065	HardinCounty	Other services (except government and government enterprises)	2001	16820
39065	HardinCounty	Government and government enterprises	2001	73762
39067	HarrisonCounty	Agriculture, forestry, fishing and hunting	2001	5016
39067	HarrisonCounty	Mining, quarrying, and oil and gas extraction	2001	46669
39067	HarrisonCounty	Utilities	2001	483
39067	HarrisonCounty	Construction	2001	14164
39067	HarrisonCounty	Manufacturing	2001	42779
39067	HarrisonCounty	Wholesale trade	2001	9477
39067	HarrisonCounty	Retail trade	2001	15661
39067	HarrisonCounty	Transportation and warehousing	2001	
39067	HarrisonCounty	Information	2001	3993
39067	HarrisonCounty	Finance and insurance	2001	10579
39067	HarrisonCounty	Real estate and rental and leasing	2001	41319
39067	HarrisonCounty	Professional and business services	2001	4380
39067	HarrisonCounty	Management of companies and enterprises	2001	
39067	HarrisonCounty	Administrative and support and waste management and remediation services	2001	
39067	HarrisonCounty	Educational services	2001	
39067	HarrisonCounty	Health care and social assistance	2001	
39067	HarrisonCounty	Arts, entertainment, and recreation	2001	1744
39067	HarrisonCounty	Accommodation and food services	2001	2726
39067	HarrisonCounty	Other services (except government and government enterprises)	2001	
39067	HarrisonCounty	Government and government enterprises	2001	36443
39069	HenryCounty	Agriculture, forestry, fishing and hunting	2001	16719
39069	HenryCounty	Mining, quarrying, and oil and gas extraction	2001	6297
39069	HenryCounty	Utilities	2001	1720
39069	HenryCounty	Construction	2001	44859
39069	HenryCounty	Manufacturing	2001	764871
39069	HenryCounty	Wholesale trade	2001	17645
39069	HenryCounty	Retail trade	2001	47657
39069	HenryCounty	Transportation and warehousing	2001	39689
39069	HenryCounty	Information	2001	12291
39069	HenryCounty	Finance and insurance	2001	37946
39069	HenryCounty	Real estate and rental and leasing	2001	84921
39069	HenryCounty	Professional and business services	2001	33612
39069	HenryCounty	Management of companies and enterprises	2001	
39069	HenryCounty	Administrative and support and waste management and remediation services	2001	6802
39069	HenryCounty	Educational services	2001	830
39069	HenryCounty	Health care and social assistance	2001	35970
39069	HenryCounty	Arts, entertainment, and recreation	2001	786
39069	HenryCounty	Accommodation and food services	2001	8818
39069	HenryCounty	Other services (except government and government enterprises)	2001	21457
39069	HenryCounty	Government and government enterprises	2001	102038
39071	HighlandCounty	Agriculture, forestry, fishing and hunting	2001	24543
39071	HighlandCounty	Mining, quarrying, and oil and gas extraction	2001	10092
39071	HighlandCounty	Utilities	2001	4676
39071	HighlandCounty	Construction	2001	48131
39071	HighlandCounty	Manufacturing	2001	168854
39071	HighlandCounty	Wholesale trade	2001	18473
39071	HighlandCounty	Retail trade	2001	68017
39071	HighlandCounty	Transportation and warehousing	2001	13562
39071	HighlandCounty	Information	2001	25588
39071	HighlandCounty	Finance and insurance	2001	56759
