	RegionName	RegionID	SizeRank	RegionType	StateName	2008-04-30	2008-05-31	2008-06-30	2008-07-31	2008-08-31	2008-09-30	2008-10-31	2008-11-30	2008-12-31	2009-01-31	2009-02-28	2009-03-31	2009-04-30	2009-05-31	2009-06-30	2009-07-31	2009-08-31	2009-09-30	2009-10-31	2009-11-30	2009-12-31	2010-01-31	2010-02-28	2010-03-31	2010-04-30	2010-05-31	2010-06-30	2010-07-31	2010-08-31	2010-09-30	2010-10-31	2010-11-30	2010-12-31	2011-01-31	2011-02-28	2011-03-31	2011-04-30	2011-05-31	2011-06-30	2011-07-31	2011-08-31	2011-09-30	2011-10-31	2011-11-30	2011-12-31	2012-01-31	2012-02-29	2012-03-31	2012-04-30	2012-05-31	2012-06-30	2012-07-31	2012-08-31	2012-09-30	2012-10-31	2012-11-30	2012-12-31	2013-01-31	2013-02-28	2013-03-31	2013-04-30	2013-05-31	2013-06-30	2013-07-31	2013-08-31	2013-09-30	2013-10-31	2013-11-30	2013-12-31	2014-01-31	2014-02-28	2014-03-31	2014-04-30	2014-05-31	2014-06-30	2014-07-31	2014-08-31	2014-09-30	2014-10-31	2014-11-30	2014-12-31	2015-01-31	2015-02-28	2015-03-31	2015-04-30	2015-05-31	2015-06-30	2015-07-31	2015-08-31	2015-09-30	2015-10-31	2015-11-30	2015-12-31	2016-01-31	2016-02-29	2016-03-31	2016-04-30	2016-05-31	2016-06-30	2016-07-31	2016-08-31	2016-09-30	2016-10-31	2016-11-30	2016-12-31	2017-01-31	2017-02-28	2017-03-31	2017-04-30	2017-05-31	2017-06-30	2017-07-31	2017-08-31	2017-09-30	2017-10-31	2017-11-30	2017-12-31	2018-01-31	2018-02-28	2018-03-31	2018-04-30	2018-05-31	2018-06-30	2018-07-31	2018-08-31	2018-09-30	2018-10-31	2018-11-30	2018-12-31	2019-01-31	2019-02-28	2019-03-31	2019-04-30	2019-05-31	2019-06-30	2019-07-31	2019-08-31	2019-09-30	2019-10-31	2019-11-30	2019-12-31	2020-01-31	2020-02-29	2020-03-31	2020-04-30	2020-05-31	2020-06-30	2020-07-31	2020-08-31	2020-09-30	2020-10-31
60	Albany, NY	394308	60	Msa	NY	171250.0	174667.0	176083.0	179833.0	183333.0	185250.0	180833.0	176667.0	174983.0	173317.0	169133.0	167483.0	168483.0	173667.0	176000.0	176667.0	175900.0	176900.0	175200.0	172467.0	169133.0	165833.0	167583.0	168917.0	172117.0	172867.0	175700.0	177500.0	178917.0	183083.0	185417.0	187333.0	179000.0	175500.0	170333.0	169333.0	167833.0	169333.0	171500.0	176167.0	177833.0	176750.0	174917.0	171250.0	172500.0	168333.0	166917.0	165917.0	167500.0	171250.0	175250.0	182333.0	185667.0	186333.0	180833.0	179833.0	178833.0	175430.0	173097.0	172013.0	176084.0	175251.0	177334.0	182000.0	188167.0	187250.0	182750.0	176583.0	172467.0	174133.0	176633.0	178333.0	175833.0	173667.0	175333.0	181167.0	186083.0	186083.0	180083.0	177333.0	178817.0	179150.0	176483.0	173333.0	175300.0	181300.0	182467.0	184500.0	182833.0	184333.0	181667.0	180000.0	177333.0	175667.0	171333.0	171333.0	172967.0	180133.0	184467.0	188500.0	189000.0	186333.0	185667.0	183667.0	184437.0	180437.0	177687.0	174500.0	176333.0	176917.0	182667.0	187500.0	193333.0	192483.0	188483.0	185317.0	183833.0	181167.0	179333.0	181667.0	190000.0	195000.0	198333.0	198333.0	201667.0	200000.0	196333.0	194667.0	189667.0	191000.0	187667.0	192867.0	191683.0	192683.0	197300.0	204150.0	206483.0	204000.0	198000.0	195000.0	194333.0	196230.0	197563.0	196063.0	200133.0	205133.0	208133.0	208167.0	210167.0	217000.0	221000.0
61	Omaha, NE	394938	61	Msa	NE	134333.0	138000.0	139333.0	140333.0	139267.0	137933.0	137433.0	134500.0	131167.0	127167.0	125500.0	127667.0	129067.0	132067.0	133233.0	135750.0	136417.0	138083.0	136667.0	134300.0	132633.0	135133.0	134333.0	135000.0	132833.0	135333.0	136167.0	138667.0	139750.0	136250.0	132067.0	131983.0	133983.0	136333.0	133667.0	130333.0	128125.0	129458.0	134458.0	138667.0	139000.0	136667.0	134333.0	132667.0	132000.0	128667.0	126667.0	126333.0	130000.0	136667.0	141667.0	145667.0	146667.0	146500.0	143300.0	139633.0	138800.0	137667.0	138333.0	135000.0	135333.0	139000.0	147333.0	155333.0	156333.0	153833.0	152167.0	150333.0	148833.0	145500.0	145000.0	146667.0	146667.0	148333.0	151667.0	156667.0	160000.0	157333.0	154667.0	155500.0	154833.0	155167.0	151333.0	153000.0	153667.0	158500.0	165333.0	169333.0	169500.0	165000.0	163667.0	162808.0	163142.0	163725.0	163250.0	163250.0	161667.0	162667.0	166667.0	171667.0	173333.0	171000.0	168673.0	168673.0	169006.0	169667.0	166667.0	166667.0	166650.0	174150.0	179483.0	181167.0	180500.0	178833.0	178167.0	177333.0	174000.0	176333.0	176667.0	178333.0	178667.0	182000.0	188333.0	194667.0	194667.0	193333.0	192583.0	192583.0	193250.0	192333.0	193000.0	192992.0	193325.0	197992.0	202333.0	207000.0	206333.0	203000.0	199333.0	196333.0	194667.0	191333.0	193000.0	196667.0	206667.0	211667.0	220000.0	223333.0	227833.0	226500.0	225167.0
62	New Haven, CT	394908	62	Msa	CT	239983.0	244817.0	251667.0	256667.0	257583.0	252583.0	243250.0	235650.0	230650.0	226983.0	224833.0	217250.0	220917.0	223083.0	227333.0	226667.0	228333.0	226667.0	221967.0	216933.0	214933.0	213167.0	214867.0	213533.0	218333.0	220000.0	230333.0	233317.0	241650.0	236283.0	236600.0	219167.0	219867.0	213217.0	218650.0	211817.0	214250.0	217583.0	227875.0	229425.0	228925.0	222467.0	214833.0	210667.0	206333.0	195000.0	185667.0	179000.0	190333.0	196967.0	208633.0	217300.0	222167.0	212500.0	202500.0	201167.0	205500.0	197167.0	191333.0	184983.0	196650.0	200317.0	211967.0	218133.0	226133.0	227833.0	218333.0	207333.0	193083.0	186250.0	180583.0	178133.0	183300.0	191633.0	206083.0	214417.0	217750.0	214101.0	210768.0	206434.0	202333.0	200667.0	195917.0	195917.0	195917.0	205000.0	214500.0	221833.0	226833.0	225667.0	219500.0	209167.0	204167.0	201300.0	198483.0	193483.0	191850.0	198000.0	211417.0	221417.0	224750.0	221333.0	219417.0	215750.0	212417.0	209000.0	206333.0	201333.0	195766.0	200766.0	215766.0	227333.0	232333.0	223375.0	219375.0	212708.0	211333.0	213000.0	208000.0	207500.0	207500.0	217667.0	230167.0	236667.0	240833.0	232500.0	228667.0	218500.0	217833.0	211167.0	212000.0	209667.0	212000.0	218667.0	231333.0	240333.0	242167.0	235833.0	230833.0	226500.0	224833.0	220000.0	212500.0	211500.0	217967.0	231967.0	239300.0	249250.0	251917.0	259550.0	257967.0
63	Bakersfield, CA	394357	63	Msa	CA	232333.0	231667.0	226667.0	221667.0	215000.0	205000.0	195000.0	186000.0	180667.0	172333.0	164667.0	158333.0	161667.0	159000.0	162000.0	160333.0	163000.0	158500.0	158000.0	157500.0	157667.0	152317.0	150483.0	146317.0	145500.0	146701.0	150534.0	153867.0	150000.0	145000.0	141333.0	142750.0	141083.0	141083.0	134667.0	132833.0	129167.0	132500.0	136000.0	140000.0	140667.0	138750.0	136917.0	135917.0	139167.0	137667.0	132667.0	128000.0	133000.0	136333.0	141333.0	140333.0	147583.0	147583.0	151167.0	149583.0	152917.0	153667.0	155750.0	158917.0	163917.0	169833.0	175333.0	180333.0	183250.0	186250.0	184250.0	185167.0	183500.0	185500.0	185000.0	185250.0	185583.0	188917.0	191667.0	193667.0	195333.0	198667.0	198000.0	197417.0	199408.0	201075.0	204325.0	200667.0	204000.0	203750.0	207417.0	210750.0	213333.0	212000.0	207333.0	205667.0	206583.0	207500.0	207500.0	206167.0	207917.0	209583.0	216167.0	219833.0	219833.0	216667.0	216667.0	219167.0	220833.0	215833.0	212000.0	210333.0	217833.0	219500.0	222833.0	223667.0	227333.0	229667.0	227833.0	228833.0	229000.0	228500.0	228333.0	226667.0	229000.0	230833.0	233333.0	236667.0	238333.0	239333.0	237667.0	234333.0	231667.0	230000.0	230000.0	233833.0	237667.0	242665.0	246665.0	249498.0	251167.0	250000.0	250333.0	251667.0	251667.0	248000.0	248333.0	248333.0	255000.0	256667.0	262167.0	263833.0	268167.0	269333.0	275333.0
64	Knoxville, TN	394753	64	Msa	TN	138500.0	143467.0	145409.0	149046.0	149046.0	148770.0	146633.0	143000.0	141250.0	139583.0	142883.0	143767.0	143900.0	143750.0	145433.0	145467.0	144483.0	140845.0	141345.0	139512.0	139167.0	137667.0	137250.0	138550.0	139517.0	139933.0	141800.0	144000.0	147333.0	144833.0	144967.0	142800.0	144467.0	142167.0	138833.0	138833.0	140917.0	145750.0	145208.0	146008.0	146675.0	143883.0	142000.0	135667.0	137333.0	135333.0	135883.0	132217.0	135517.0	138717.0	146050.0	147083.0	149667.0	148083.0	143917.0	140917.0	140500.0	135333.0	133089.0	133089.0	142423.0	148633.0	151633.0	152300.0	152500.0	151167.0	151167.0	148333.0	147800.0	143800.0	142133.0	142667.0	146067.0	150817.0	155317.0	159217.0	159467.0	155633.0	152500.0	149467.0	152100.0	149183.0	151467.0	148833.0	152417.0	154800.0	158467.0	163633.0	165333.0	163333.0	160667.0	158650.0	158650.0	156983.0	155633.0	156633.0	159800.0	163167.0	166483.0	167453.0	169086.0	166936.0	167767.0	167633.0	168067.0	165600.0	161267.0	162333.0	165583.0	171250.0	175217.0	177800.0	180630.0	180747.0	180713.0	180050.0	180800.0	178167.0	178167.0	180333.0	184500.0	187833.0	190333.0	196017.0	196017.0	194683.0	194202.0	200535.0	202418.0	200099.0	193733.0	192017.0	196805.0	204657.0	211990.0	214902.0	215417.0	213788.0	210872.0	208872.0	210167.0	207833.0	207133.0	209133.0	215967.0	219967.0	221633.0	225300.0	229000.0	232333.0	236667.0
65	Greenville, SC	394653	65	Msa	SC	143550.0	145767.0	150767.0	153083.0	154467.0	152300.0	150517.0	147965.0	146131.0	143548.0	143417.0	142400.0	141817.0	141233.0	139550.0	139383.0	139967.0	143150.0	142046.0	139713.0	137396.0	135917.0	136583.0	137750.0	139133.0	138467.0	138883.0	141083.0	142750.0	146354.0	147521.0	148521.0	142317.0	138902.0	136235.0	136918.0	138133.0	140467.0	144892.0	150592.0	151509.0	150861.0	146194.0	145011.0	142607.0	142991.0	142041.0	140167.0	139783.0	140833.0	148167.0	150500.0	154000.0	151000.0	149644.0	147278.0	146311.0	149383.0	148150.0	148117.0	145817.0	151083.0	157700.0	161861.0	162694.0	157278.0	153701.0	150534.0	153058.0	153058.0	151641.0	149583.0	147083.0	151500.0	153833.0	160242.0	159242.0	160242.0	159667.0	159333.0	158333.0	156583.0	157583.0	159583.0	159667.0	162000.0	166500.0	172833.0	174133.0	169467.0	165108.0	164101.0	165601.0	166793.0	167750.0	167625.0	169125.0	172875.0	179433.0	182325.0	182292.0	178925.0	180316.0	178349.0	177949.0	177333.0	176667.0	179167.0	180800.0	185467.0	189633.0	193000.0	193333.0	190000.0	188000.0	187000.0	189624.0	190624.0	190194.0	190237.0	190870.0	195633.0	199962.0	203812.0	201645.0	199826.0	197055.0	198977.0	201468.0	204422.0	205930.0	204930.0	207097.0	212167.0	217167.0	219681.0	220014.0	217317.0	216136.0	212388.0	211752.0	206252.0	206667.0	211667.0	219967.0	225967.0	227562.0	229262.0	231595.0	232667.0	237667.0
66	Ventura, CA	394952	66	Msa	CA	487167.0	485167.0	484667.0	479333.0	466165.0	450832.0	436165.0	425000.0	420333.0	403667.0	394833.0	379167.0	389167.0	392667.0	405000.0	408333.0	415000.0	415000.0	410000.0	395000.0	386667.0	385000.0	385000.0	389667.0	393000.0	399167.0	396167.0	391167.0	392000.0	398167.0	398167.0	400500.0	394333.0	387667.0	373333.0	368333.0	373333.0	381667.0	382083.0	380417.0	380083.0	380333.0	373667.0	372000.0	364333.0	361000.0	351333.0	358333.0	370500.0	380833.0	387500.0	388667.0	388333.0	389333.0	384333.0	389333.0	385000.0	391000.0	392667.0	401000.0	415000.0	428333.0	447917.0	456250.0	459750.0	456833.0	453500.0	454133.0	455800.0	458800.0	454667.0	449667.0	450000.0	461417.0	471417.0	484833.0	495083.0	493750.0	490333.0	478667.0	483333.0	482167.0	485500.0	483000.0	487167.0	497167.0	513167.0	521833.0	521833.0	512833.0	508833.0	512167.0	514333.0	514000.0	509000.0	511333.0	519083.0	529083.0	543417.0	540667.0	545667.0	531500.0	537500.0	535833.0	542750.0	539417.0	539417.0	545000.0	559167.0	567500.0	573000.0	570500.0	572167.0	570000.0	570000.0	578667.0	583000.0	592000.0	580000.0	577333.0	576667.0	588000.0	603000.0	601833.0	600500.0	598833.0	606667.0	605667.0	599000.0	585667.0	579250.0	579250.0	589250.0	598333.0	598000.0	596583.0	598250.0	601583.0	603000.0	600333.0	597333.0	600000.0	601333.0	607250.0	609583.0	612583.0	621667.0	631667.0	648333.0	666667.0	681667.0
67	Allentown, PA	394318	67	Msa	PA	194262.0	193333.0	198333.0	202333.0	209000.0	207300.0	203508.0	201342.0	199098.0	197523.0	190690.0	187545.0	182912.0	182912.0	185708.0	191042.0	190792.0	189417.0	185750.0	184333.0	184667.0	187983.0	189650.0	188133.0	185233.0	181900.0	186583.0	193280.0	199947.0	197113.0	190000.0	185000.0	183375.0	183342.0	184008.0	177300.0	172200.0	170533.0	177200.0	183667.0	183165.0	182715.0	178715.0	176050.0	173396.0	174337.0	171670.0	165525.0	162250.0	168217.0	177800.0	179633.0	179317.0	175650.0	176117.0	174633.0	171467.0	168167.0	165833.0	165042.0	166875.0	170208.0	174583.0	180417.0	187083.0	187467.0	184133.0	177467.0	179333.0	177167.0	175250.0	174233.0	171400.0	174650.0	175333.0	183833.0	185166.0	183667.0	179500.0	180083.0	176583.0	171583.0	166667.0	165000.0	165667.0	168000.0	178000.0	187000.0	189567.0	185550.0	178217.0	174317.0	172333.0	174267.0	173233.0	170733.0	170433.0	173767.0	180000.0	184517.0	187883.0	186483.0	181567.0	178150.0	177783.0	175883.0	172633.0	169333.0	171667.0	175750.0	182417.0	187083.0	193000.0	191317.0	189983.0	184317.0	184333.0	183583.0	179217.0	178217.0	178967.0	187667.0	193667.0	198667.0	202667.0	198667.0	197760.0	193427.0	194593.0	190500.0	187000.0	184833.0	188150.0	194983.0	202317.0	208667.0	211833.0	212833.0	208833.0	203967.0	200633.0	194967.0	193667.0	196667.0	204075.0	212075.0	216075.0	222000.0	225333.0	227655.0	230988.0
68	El Paso, TX	394561	68	Msa	TX	131300.0	131467.0	136500.0	139167.0	138741.0	135407.0	132741.0	133300.0	131467.0	130617.0	129475.0	128975.0	128908.0	125067.0	125808.0	127042.0	130575.0	129500.0	129183.0	127317.0	129317.0	129650.0	130967.0	127450.0	127934.0	127596.0	130079.0	131412.0	133442.0	134883.0	134800.0	134808.0	134050.0	132225.0	130058.0	129258.0	129729.0	130229.0	130529.0	130392.0	132883.0	132733.0	135325.0	133575.0	135575.0	131371.0	132454.0	130438.0	131717.0	130883.0	132558.0	134967.0	138142.0	138983.0	138967.0	139467.0	142511.0	141878.0	139211.0	136150.0	137042.0	137049.0	137743.0	140851.0	143360.0	143262.0	142912.0	141728.0	143633.0	139967.0	139133.0	136233.0	136217.0	138717.0	141998.0	145365.0	143682.0	141050.0	142050.0	142033.0	144299.0	139283.0	140467.0	138800.0	139608.0	139442.0	141425.0	146633.0	146300.0	144049.0	140383.0	143066.0	145158.0	145150.0	143483.0	140892.0	141567.0	141567.0	145000.0	146835.0	147818.0	146315.0	148647.0	148155.0	151701.0	149368.0	149193.0	147133.0	146467.0	148133.0	149392.0	151550.0	153067.0	152325.0	151642.0	151308.0	153842.0	153517.0	152000.0	151300.0	153506.0	154856.0	155189.0	156992.0	157404.0	157070.0	155912.0	156817.0	158300.0	155783.0	157800.0	156983.0	159667.0	159725.0	161375.0	164625.0	164900.0	165883.0	164933.0	166250.0	167283.0	166633.0	165633.0	165967.0	166650.0	167983.0	169983.0	174967.0	179333.0	183000.0	183017.0
69	Baton Rouge, LA	394367	69	Msa	LA	169000.0	170833.0	170925.0	173758.0	173592.0	172167.0	170267.0	167350.0	164350.0	162083.0	164000.0	167300.0	168967.0	170450.0	173150.0	174500.0	171650.0	167650.0	164633.0	164333.0	163300.0	161617.0	161617.0	164983.0	167908.0	166542.0	166542.0	166300.0	169667.0	171333.0	169633.0	170950.0	168933.0	171000.0	167683.0	167367.0	166317.0	166317.0	168283.0	171300.0	173967.0	172667.0	170967.0	169967.0	171600.0	168758.0	169425.0	168758.0	173300.0	175050.0	175450.0	177083.0	176333.0	176635.0	175002.0	176635.0	172800.0	170633.0	167363.0	171196.0	175329.0	178633.0	180267.0	178967.0	178967.0	177417.0	176750.0	174750.0	179333.0	179333.0	177667.0	175317.0	178650.0	182317.0	184833.0	184833.0	185385.0	181552.0	181219.0	181967.0	184267.0	181267.0	184967.0	184596.0	189596.0	189542.0	191613.0	191613.0	189333.0	187650.0	186508.0	186842.0	187192.0	185483.0	186150.0	186483.0	190470.0	190946.0	193813.0	194843.0	196700.0	196500.0	193950.0	187283.0	181617.0	176150.0	177866.0	181499.0	187249.0	189000.0	192667.0	195517.0	197683.0	197383.0	198967.0	198000.0	199300.0	194933.0	197600.0	196617.0	199417.0	200938.0	201955.0	203855.0	203000.0	205333.0	204000.0	205560.0	203460.0	204460.0	200567.0	199317.0	198283.0	202617.0	208967.0	211833.0	209167.0	207167.0	206000.0	207333.0	207408.0	205742.0	205075.0	205573.0	211557.0	214490.0	215135.0	215152.0	218843.0	219925.0	223892.0
70	Dayton, OH	394521	70	Msa	OH	123217.0	124917.0	127583.0	128333.0	127000.0	123667.0	121333.0	118500.0	118167.0	113467.0	114300.0	110450.0	114317.0	114317.0	120950.0	123417.0	125417.0	121967.0	115900.0	114800.0	113717.0	116450.0	113467.0	115550.0	113917.0	117750.0	118583.0	122917.0	126167.0	125667.0	121333.0	113717.0	115750.0	116383.0	118967.0	112267.0	106783.0	107483.0	110817.0	115300.0	115050.0	113383.0	114083.0	110333.0	109800.0	104100.0	101433.0	100300.0	104833.0	114150.0	120783.0	128200.0	129883.0	128250.0	125900.0	123400.0	123400.0	122167.0	118000.0	114567.0	111300.0	117200.0	123258.0	131825.0	132092.0	127967.0	120500.0	115200.0	116033.0	114200.0	116667.0	113967.0	114950.0	115617.0	122483.0	127833.0	131500.0	128083.0	126383.0	123800.0	124617.0	120733.0	118067.0	114667.0	115983.0	118567.0	126050.0	128283.0	127950.0	122867.0	121200.0	118200.0	114633.0	114750.0	114750.0	120917.0	125250.0	130250.0	132750.0	132000.0	131000.0	127000.0	124067.0	126733.0	126567.0	126600.0	123267.0	125067.0	127633.0	128283.0	132983.0	132983.0	136167.0	133500.0	135150.0	134317.0	132950.0	126300.0	125867.0	124967.0	132300.0	135400.0	143000.0	147300.0	147050.0	144683.0	139717.0	139133.0	138167.0	134150.0	132650.0	129317.0	135000.0	138667.0	148483.0	151233.0	152567.0	149050.0	146133.0	143467.0	139500.0	136000.0	135000.0	139333.0	149667.0	156000.0	159000.0	162150.0	165900.0	165400.0	163917.0
71	McAllen, TX	394843	71	Msa	TX																														114000.0	107333.0	109333.0	109000.0	106667.0	101000.0	101000.0	101017.0	107727.0	106893.0	111710.0	107750.0	107150.0	104164.0	104247.0	104347.0	103167.0	101065.0	100065.0	101898.0	105650.0	104817.0	104650.0	102133.0	106267.0	105783.0	109483.0	107282.0	110250.0	107852.0	107752.0	106269.0	106293.0	107960.0	113933.0	116573.0	121573.0	119267.0	119667.0	113000.0	107500.0	104167.0	109167.0	113767.0	118767.0	118563.0	121447.0	119780.0	120317.0	116833.0	115167.0	115500.0	116300.0	116267.0	112933.0	115633.0	119000.0	123333.0	123333.0	127333.0	128667.0	129233.0	126523.0	125856.0	125289.0	126783.0	122450.0	124117.0	130667.0	137667.0	137667.0	133333.0	132333.0	134000.0	136167.0	134967.0	132467.0	132439.0	134973.0	140675.0	137703.0	136036.0	134167.0	136067.0	141067.0	143108.0	141208.0	140875.0	140833.0	144000.0	141667.0	141633.0	142633.0	143300.0	145375.0	144458.0	144708.0	143500.0	142750.0	142000.0	142500.0	143500.0	148333.0	148633.0	150967.0	152967.0	155750.0	157417.0	153917.0	154467.0	154633.0	157800.0	155165.0	157498.0	158998.0	161667.0	163467.0	164600.0	168850.0	170383.0	173250.0	171167.0
72	Columbia, SC	394486	72	Msa	SC	141232.0	143990.0	146199.0	147966.0	148233.0	146467.0	144400.0	141733.0	141233.0	140854.0	140286.0	139619.0	139938.0	139848.0	141906.0	144492.0	146900.0	144008.0	140817.0	136800.0	137943.0	137943.0	139399.0	138073.0	138040.0	137617.0	140933.0	143877.0	146543.0	146910.0	146483.0	146050.0	142533.0	141125.0	141225.0	139975.0	139460.0	138460.0	146227.0	148967.0	148300.0	143300.0	141667.0	142457.0	142790.0	144457.0	139667.0	140283.0	138457.0	145128.0	145845.0	147014.0	145010.0	144091.0	144748.0	142945.0	143528.0	141945.0	144915.0	146883.0	146875.0	149810.0	152496.0	157388.0	157934.0	155281.0	151948.0	153300.0	155870.0	154237.0	147537.0	145293.0	146625.0	151291.0	154965.0	155967.0	154250.0	150067.0	148734.0	147815.0	144662.0	139328.0	138663.0	140333.0	144667.0	148417.0	153417.0	156417.0	155750.0	152377.0	152377.0	150294.0	150000.0	147533.0	148067.0	151733.0	155005.0	160805.0	163472.0	166317.0	166983.0	167150.0	166833.0	163800.0	162133.0	159500.0	157533.0	156950.0	160583.0	164583.0	166184.0	166717.0	168384.0	169500.0	168300.0	166633.0	165300.0	165300.0	166300.0	167378.0	169044.0	171251.0	174268.0	175934.0	174559.0	175148.0	174898.0	176398.0	175381.0	173964.0	174633.0	174500.0	177833.0	181500.0	185983.0	190102.0	187435.0	183785.0	179633.0	180840.0	182826.0	180192.0	179802.0	179483.0	185817.0	190000.0	195317.0	199983.0	202150.0	203942.0	202275.0
73	Greensboro, NC	394648	73	Msa	NC	140833.0	140833.0	143000.0	143667.0	145333.0	142667.0	141333.0	139167.0	139167.0	136167.0	131667.0	129417.0	129417.0	133083.0	137000.0	140333.0	140667.0	138033.0	134700.0	132967.0	132517.0	133017.0	128750.0	126833.0	128667.0	133667.0	136000.0	136500.0	140000.0	137500.0	133667.0	131167.0	132667.0	128083.0	125415.0	122248.0	127165.0	126417.0	127250.0	127333.0	130083.0	128750.0	126833.0	123833.0	121817.0	120983.0	114567.0	118250.0	120250.0	130583.0	135583.0	137917.0	135317.0	129483.0	128650.0	130333.0	131250.0	131083.0	126417.0	128000.0	129910.0	134410.0	138910.0	142000.0	143983.0	140233.0	133983.0	132000.0	131583.0	129500.0	125917.0	127083.0	134083.0	137833.0	139417.0	139583.0	141250.0	139000.0	139750.0	137083.0	135250.0	133250.0	137250.0	139250.0	140000.0	143000.0	149417.0	150750.0	148083.0	143000.0	141500.0	138167.0	139333.0	137800.0	136264.0	135097.0	140131.0	144917.0	151250.0	152083.0	155500.0	151083.0	148583.0	146417.0	143500.0	142500.0	141167.0	145083.0	146083.0	146917.0	148083.0	153083.0	156583.0	156500.0	152083.0	151917.0	154417.0	152167.0	148833.0	149083.0	154083.0	157917.0	160833.0	164333.0	164833.0	162500.0	158833.0	162000.0	158167.0	156000.0	152667.0	154167.0	162917.0	166417.0	173083.0	173333.0	171250.0	166917.0	165250.0	165667.0	165167.0	161583.0	163500.0	168167.0	173417.0	174583.0	176750.0	182733.0	187067.0	188067.0	188258.0
74	Akron, OH	394304	74	Msa	OH	122983.0	121500.0	123883.0	124050.0	125550.0	125334.0	124167.0	120000.0	118167.0	113248.0	113232.0	114565.0	118650.0	122000.0	120633.0	121616.0	117283.0	117983.0	118000.0	120917.0	118475.0	117308.0	112725.0	115333.0	116483.0	120233.0	124067.0	122917.0	125417.0	117750.0	119583.0	121000.0	123983.0	123983.0	119174.0	119357.0	115357.0	116833.0	123667.0	130667.0	133000.0	126667.0	121333.0	119000.0	114333.0	119667.0	116333.0	120333.0	119333.0	123000.0	129467.0	127800.0	131633.0	124817.0	124317.0	122800.0	124442.0	121275.0	117542.0	120250.0	124583.0	131567.0	134233.0	139233.0	141667.0	137667.0	133542.0	127475.0	124808.0	120375.0	110888.0	113221.0	118113.0	126250.0	132250.0	133250.0	135667.0	129000.0	125000.0	123333.0	123333.0	119000.0	118667.0	120333.0	126100.0	128267.0	131433.0	137667.0	139500.0	138333.0	133667.0	132575.0	130575.0	125575.0	123375.0	121708.0	126042.0	129667.0	134667.0	138083.0	138417.0	139000.0	137917.0	136917.0	131750.0	128750.0	123829.0	126746.0	131746.0	140750.0	147417.0	151750.0	149333.0	144317.0	140483.0	140150.0	139833.0	134317.0	127950.0	123283.0	128383.0	136217.0	144800.0	148050.0	149417.0	148633.0	148633.0	151300.0	148833.0	145817.0	140750.0	142083.0	145100.0	149983.0	157317.0	160704.0	161388.0	154388.0	149300.0	148633.0	150217.0	147583.0	145917.0	148428.0	155428.0	159578.0	161117.0	165117.0	166450.0	170383.0	172050.0
75	North Port-Sarasota-Bradenton, FL	753906	75	Msa	FL	229267.0	227600.0	232600.0	233333.0	233167.0	226500.0	218333.0	204817.0	194817.0	184650.0	178333.0	172983.0	170316.0	170316.0	171333.0	173167.0	175000.0	171000.0	168150.0	162983.0	163117.0	163433.0	164100.0	165633.0	165467.0	168967.0	167967.0	169000.0	168167.0	165833.0	164967.0	160883.0	159967.0	155167.0	151917.0	150500.0	154333.0	159250.0	161583.0	159917.0	156542.0	156542.0	154208.0	153333.0	151667.0	152333.0	154000.0	155667.0	158983.0	165483.0	170483.0	173167.0	171667.0	170000.0	172500.0	174133.0	181467.0	181300.0	180000.0	176000.0	179333.0	188046.0	194713.0	203046.0	204000.0	205651.0	204651.0	204651.0	208900.0	209900.0	212400.0	208167.0	207483.0	210277.0	216943.0	222793.0	224033.0	224033.0	224833.0	227633.0	228633.0	228655.0	225989.0	225137.0	223481.0	230146.0	234998.0	238786.0	238788.0	238754.0	239967.0	240633.0	245667.0	248167.0	247500.0	242500.0	240633.0	245117.0	250450.0	254817.0	254926.0	252893.0	252141.0	250882.0	255915.0	255000.0	255000.0	252483.0	254817.0	258150.0	260667.0	263333.0	265187.0	266820.0	270153.0	272533.0	275900.0	275900.0	275000.0	271333.0	269326.0	269326.0	270326.0	272333.0	272333.0	271167.0	267833.0	269500.0	273942.0	275608.0	275235.0	272960.0	274627.0	280000.0	281667.0	281667.0	277333.0	277667.0	275967.0	275633.0	276300.0	278000.0	277667.0	276663.0	281663.0	284997.0	286333.0	291333.0	296000.0	299667.0	306667.0
