GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
" ""39141"""	Ross, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	271279	296251	255142	284795	298447	302233	299569	269399	233069	249391	314706	335959	327690	350985	360664	322935	352827	372212	378567
" ""39143"""	Sandusky, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	452678	466431	482406	489123	473505	499277	514674	503413	466036	503504	514199	520762	549496	577627	614972	637997	672430	664837	654485
" ""39145"""	Scioto, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	107494	99339	95009	100360	106223	106176	100808	105442	98268	99501	102134	102313	102273	106509	95382	89683	98598	105774	110908
" ""39147"""	Seneca, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	272719	250345	251342	265926	274228	285687	281481	273751	221217	193929	206759	215009	218794	242861	257911	264275	273766	287782	296055
" ""39149"""	Shelby, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	694113	722663	749582	808527	848260	909526	894114	847494	713593	710852	725143	759096	809234	883110	897720	961198	1019385	1045937	1037285
" ""39151"""	Stark, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	2031266	1864121	1761459	1679566	1770786	1802461	1830253	1836245	1522480	1509946	1702533	1778623	1814384	1888573	1880644	1763130	1835197	1936041	1919133
" ""39153"""	Summit, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	2090789	2034483	2171838	2311708	2267623	2307957	2373880	2278898	1960209	1944086	2050824	2035805	2065624	2138453	2139927	2121394	2107856	2165664	2189986
" ""39155"""	Trumbull, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	1715848	1708107	1743067	1716849	1694776	1827121	1623103	1330621	853367	1021425	1186624	1102646	969086	1030872	1116264	1108187	933635	917389	683281
" ""39157"""	Tuscarawas, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	380919	357816	373528	400994	416131	419263	430912	422728	346056	373989	410420	433151	446085	478764	470485	465803	483501	504002	522533
" ""39159"""	Union, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	823511	880195	944339	958440	955052	967621	971930	944048	880789	846059	826440	833782	884773	920919	817380	866229	865066	940627	983075
" ""39161"""	Van Wert, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	185153	163669	168690	186690	185992	191485	194064	178546	140522	150566	160620	162863	170725	177768	169966	162558	176668	190273	187453
" ""39163"""	Vinton, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	19183	19291	19128	(D)	23798	(D)	27425	26956	22287	24066	25094	24258	25282	28126	29552	33439	32277	29981	29274
" ""39165"""	Warren, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	612225	619796	671776	718296	758509	766116	822504	815152	693187	691638	725428	742613	832061	861690	966077	1025557	954161	1027745	1056435
" ""39167"""	Washington, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	275423	257267	256747	262123	263342	276642	281829	296731	263156	257814	274463	280423	285037	292721	318723	316253	327688	331779	336514
" ""39169"""	Wayne, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	704590	717952	726626	756266	765217	765511	713771	716133	634182	681563	727053	766817	842086	909637	962312	1016971	1108243	1122983	1168170
" ""39171"""	Williams, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	370916	373886	345359	358738	355060	360376	363021	368967	288967	317344	334556	359356	377707	396592	417011	414626	419107	438897	450021
" ""39173"""	Wood, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	765999	794810	823085	842566	815098	895372	1112352	1213891	852216	878618	945137	944782	1023405	1108643	1060497	1095152	1082277	1106453	1081368
" ""39175"""	Wyandot, OH	3.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	190135	195509	222501	212351	193083	167518	150170	140860	119473	130324	143816	169819	179611	186087	199982	207407	213862	253497	268570
